3435,Bicycle Lake Army Air Field,Fort Irwin,BYS,KBYS,35.2804985046,-116.629997253,0
3436,Twentynine Palms (Self) Airport,Twenty Nine Palms,NXP,KNXP,34.2961998,-116.1620026,0
3437,Fort Smith Regional Airport,Fort Smith,FSM,KFSM,35.33660125732422,-94.36740112304688,0
3438,Merrill Field,Anchorage,MRI,PAMR,61.2135009765625,-149.843994140625,0
3439,Grants-Milan Municipal Airport,Grants,GNT,KGNT,35.167301178,-107.902000427,0
3440,Ponca City Regional Airport,Ponca City,PNC,KPNC,36.73199844,-97.09980011,0
3441,Hunter Army Air Field,Hunter Aaf,SVN,KSVN,32.00999832,-81.14569855,0
3442,Grand Forks International Airport,Grand Forks,GFK,KGFK,47.949299,-97.176102,0
3443,Grider Field,Pine Bluff,PBF,KPBF,34.1730995178,-91.9356002808,0
3444,Whiting Field Naval Air Station - North,Milton,NSE,KNSE,30.7241993,-87.02189636,0
3445,Hana Airport,Hana,HNM,PHHN,20.79560089111328,-156.01400756835938,0
3446,Ernest A. Love Field,Prescott,PRC,KPRC,34.65449905,-112.4199982,0
3447,Trenton Mercer Airport,Trenton,TTN,KTTN,40.27669906616211,-74.8134994506836,0
3448,General Edward Lawrence Logan International Airport,Boston,BOS,KBOS,42.36429977,-71.00520325,0
3449,Travis Air Force Base,Fairfield,SUU,KSUU,38.262699127197,-121.92700195312,0
3450,Griffiss International Airport,Rome,RME,KRME,43.23379898,-75.40699768,0
3451,Wendover Airport,Wendover,ENV,KENV,40.7187004089,-114.03099823,0
3452,Mobile Downtown Airport,Mobile,BFM,KBFM,30.626800537100003,-88.06809997559999,0
3453,Metropolitan Oakland International Airport,Oakland,OAK,KOAK,37.72129821777344,-122.22100067138672,0
3454,Eppley Airfield,Omaha,OMA,KOMA,41.303199768066406,-95.89409637451172,0
3455,Port Angeles Cgas Airport,Port Angeles,NOW,KNOW,48.14149856567383,-123.41400146484375,0
3456,Kahului Airport,Kahului,OGG,PHOG,20.89859962463379,-156.42999267578125,0
3457,Wichita Mid Continent Airport,Wichita,ICT,KICT,37.649898529052734,-97.43309783935547,0
3458,Kansas City International Airport,Kansas City,MCI,KMCI,39.2976,-94.713898,0
3459,Dane County Regional Truax Field,Madison,MSN,KMSN,43.13990020751953,-89.3375015258789,0
3460,Dillingham Airport,Dillingham,DLG,PADL,59.04470062,-158.5050049,0
3461,Boone County Airport,Harrison,HRO,KHRO,36.26150131225586,-93.15470123291016,0
3462,Phoenix Sky Harbor International Airport,Phoenix,PHX,KPHX,33.43429946899414,-112.01200103759766,0
3463,Bangor International Airport,Bangor,BGR,KBGR,44.80739974975586,-68.8281021118164,0
3464,Fort Lauderdale Executive Airport,Fort Lauderdale,FXE,KFXE,26.1972999573,-80.1707000732,0
3465,East Texas Regional Airport,Longview,GGG,KGGG,32.38399887084961,-94.71150207519531,0
3466,Anderson Regional Airport,Andersen,AND,KAND,34.4945983887,-82.70939636230001,0
3467,Spokane International Airport,Spokane,GEG,KGEG,47.61989974975586,-117.53399658203125,0
3468,North Perry Airport,Hollywood,HWO,KHWO,26.001199722299997,-80.24069976810001,0
3469,San Francisco International Airport,San Francisco,SFO,KSFO,37.61899948120117,-122.375,0
3470,Cut Bank International Airport,Cutbank,CTB,KCTB,48.6083984375,-112.375999451,0
3471,Acadiana Regional Airport,Louisiana,ARA,KARA,30.0378,-91.883904,0
3472,Gainesville Regional Airport,Gainesville,GNV,KGNV,29.6900997162,-82.2717971802,0
3473,Memphis International Airport,Memphis,MEM,KMEM,35.04240036010742,-89.97669982910156,0
3474,Bisbee Douglas International Airport,Douglas,DUG,KDUG,31.4689998627,-109.603996277,0
3475,Allen Army Airfield,Delta Junction,BIG,PABI,63.9944992065,-145.722000122,0
3476,TSTC Waco Airport,Waco,CNW,KCNW,31.637800216699997,-97.0740966797,0
3477,Annette Island Airport,Annette Island,ANN,PANT,55.04240036010742,-131.57200622558594,0
3478,Caribou Municipal Airport,Caribou,CAR,KCAR,46.871498107899995,-68.0178985596,0
3479,Little Rock Air Force Base,Jacksonville,LRF,KLRF,34.916900634799994,-92.14969635010002,0
3480,Redstone Army Air Field,Redstone,HUA,KHUA,34.67869949,-86.68479919,0
3481,Pope Field,Fort Bragg,POB,KPOB,35.1708984375,-79.014503479004,0
3482,Dalhart Municipal Airport,Dalhart,DHT,KDHT,36.0225982666,-102.54699707,0
3483,Laughlin Air Force Base,Del Rio,DLF,KDLF,29.359500885,-100.777999878,0
3484,Los Angeles International Airport,Los Angeles,LAX,KLAX,33.94250107,-118.4079971,0
3485,Anniston Metropolitan Airport,Anniston,ANB,KANB,33.58819962,-85.85810089,0
3486,Cleveland Hopkins International Airport,Cleveland,CLE,KCLE,41.4117012024,-81.8498001099,0
3487,Dover Air Force Base,Dover,DOV,KDOV,39.12950134,-75.46600342,0
3488,Cincinnati Northern Kentucky International Airport,Cincinnati,CVG,KCVG,39.0488014221,-84.6678009033,0
3489,Tipton Airport,Fort Meade,FME,KFME,39.08539962769999,-76.7593994141,0
3490,China Lake Naws (Armitage Field) Airport,China Lake,NID,KNID,35.6853981,-117.6920013,0
3491,Huron Regional Airport,Huron,HON,KHON,44.38520050048828,-98.22850036621094,0
3492,Juneau International Airport,Juneau,JNU,PAJN,58.35499954223633,-134.5760040283203,0
3493,Lafayette Regional Airport,Lafayette,LFT,KLFT,30.20529938,-91.98760223,0
3494,Newark Liberty International Airport,Newark,EWR,KEWR,40.692501068115234,-74.168701171875,0
3495,Boise Air Terminal/Gowen field,Boise,BOI,KBOI,43.56439972,-116.2229996,0
3496,Creech Air Force Base,Indian Springs,INS,KINS,36.587200164799995,-115.672996521,0
3497,Garden City Regional Airport,Garden City,GCK,KGCK,37.9275016785,-100.723999023,0
3498,Minot International Airport,Minot,MOT,KMOT,48.2593994140625,-101.27999877929688,0
3499,Wheeler Army Airfield,Wahiawa,HHI,PHHI,21.48349953,-158.0399933,0
3500,Maxwell Air Force Base,Montgomery,MXF,KMXF,32.38290023803711,-86.36579895019531,0
3501,Robinson Army Air Field,Robinson,\N,KRBM,34.85010147,-92.30020142,0
3502,Dallas Love Field,Dallas,DAL,KDAL,32.84709930419922,-96.85179901123047,0
3503,Butts AAF (Fort Carson) Air Field,Fort Carson,FCS,KFCS,38.67839813,-104.7570038,0
3504,Helena Regional Airport,Helena,HLN,KHLN,46.6068000793457,-111.98300170898438,0
3505,Miramar Marine Corps Air Station - Mitscher Field,Miramar,NKX,KNKX,32.86840057,-117.1429977,0
3506,Luke Air Force Base,Phoenix,LUF,KLUF,33.534999847399995,-112.383003235,0
3507,Hurlburt Field,Mary Esther,\N,KHRT,30.427799224853516,-86.68930053710938,0
3508,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,HHR,KHHR,33.922798,-118.334999,0
3509,Houlton International Airport,Houlton,HUL,KHUL,46.1231002808,-67.792098999,0
3510,Vance Air Force Base,Enid,END,KEND,36.339199066199996,-97.9164962769,0
3511,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,NTD,KNTD,34.120300293,-119.121002197,0
3512,Edwards Air Force Base,Edwards Afb,EDW,KEDW,34.905399,-117.884003,0
3513,Lake Charles Regional Airport,Lake Charles,LCH,KLCH,30.126100540161133,-93.22329711914062,0
3514,Kona International At Keahole Airport,Kona,KOA,PHKO,19.738800048828125,-156.04600524902344,0
3515,Myrtle Beach International Airport,Myrtle Beach,MYR,KMYR,33.6796989441,-78.9282989502,0
3516,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,NLC,KNLC,36.33300018,-119.9520035,0
3517,Nantucket Memorial Airport,Nantucket,ACK,KACK,41.25310135,-70.06020355,0
3518,Felker Army Air Field,Fort Eustis,FAF,KFAF,37.132499694799996,-76.60880279540001,0
3519,Campbell AAF (Fort Campbell) Air Field,Hopkinsville,HOP,KHOP,36.668598175,-87.49620056150002,0
3520,Ronald Reagan Washington National Airport,Washington,DCA,KDCA,38.8521,-77.037697,0
3521,Patuxent River Naval Air Station/Trapnell Field Aiport,Patuxent River,NHK,KNHK,38.2859993,-76.41179657,0
3522,Palacios Municipal Airport,Palacios,PSX,KPSX,28.727500915527,-96.250999450684,0
3523,Arkansas International Airport,Blytheville,BYH,KBYH,35.9642982483,-89.94400024410001,0
3524,Atlantic City International Airport,Atlantic City,ACY,KACY,39.45759963989258,-74.57720184326172,0
3525,Tinker Air Force Base,Oklahoma City,TIK,KTIK,35.414699554443,-97.386596679688,0
3527,Pueblo Memorial Airport,Pueblo,PUB,KPUB,38.289100646972656,-104.49700164794922,0
3528,Northern Maine Regional Airport at Presque Isle,Presque Isle,PQI,KPQI,46.68899918,-68.0447998,0
3530,Gray Army Air Field,Fort Lewis,GRF,KGRF,47.07920074,-122.5810013,0
3531,Kodiak Airport,Kodiak,ADQ,PADQ,57.75,-152.4940033,0
3532,Upolu Airport,Opolu,UPP,PHUP,20.265300750732422,-155.86000061035156,0
3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FLL,KFLL,26.072599411010742,-80.15270233154297,0
3534,Davis Field,Muskogee,MKO,KMKO,35.65650177,-95.36669922,0
3535,Falls International Airport,International Falls,INL,KINL,48.566200256347656,-93.4030990600586,0
3536,Salt Lake City International Airport,Salt Lake City,SLC,KSLC,40.78839874267578,-111.97799682617188,0
3537,Childress Municipal Airport,Childress,CDS,KCDS,34.4337997437,-100.288002014,0
3538,Keesler Air Force Base,Biloxi,BIX,KBIX,30.4104003906,-88.92440032959999,0
3539,Lawson Army Air Field (Fort Benning),Fort Benning,LSF,KLSF,32.337299346900004,-84.9913024902,0
3541,Marshall Army Air Field,Fort Riley,FRI,KFRI,39.05530167,-96.76450348,0
3542,Harrisburg International Airport,Harrisburg,MDT,KMDT,40.1935005188,-76.7633972168,0
3543,Lincoln Airport,Lincoln,LNK,KLNK,40.85100173950195,-96.75920104980469,0
3544,Capital City Airport,Lansing,LAN,KLAN,42.77870178222656,-84.58740234375,0
3545,Waimea Kohala Airport,Kamuela,MUE,PHMU,20.001300811767578,-155.66799926757812,0
3546,Massena International Richards Field,Massena,MSS,KMSS,44.93579864501953,-74.84559631347656,0
3547,Hickory Regional Airport,Hickory,HKY,KHKY,35.74110031,-81.38950348,0
3548,Albert Whitted Airport,St. Petersburg,SPG,KSPG,27.765100479125977,-82.62699890136719,0
3549,Page Field,Fort Myers,FMY,KFMY,26.58659935,-81.86329650879999,0
3550,George Bush Intercontinental Houston Airport,Houston,IAH,KIAH,29.984399795532227,-95.34140014648438,0
3551,Millinocket Municipal Airport,Millinocket,MLT,KMLT,45.64780044555664,-68.68560028076172,0
3552,Andrews Air Force Base,Camp Springs,ADW,KADW,38.810798645,-76.86699676510001,0
3553,Smith Reynolds Airport,Winston-salem,INT,KINT,36.13370132446289,-80.22200012207031,0
3554,Southern California Logistics Airport,Victorville,VCV,KVCV,34.597499847399995,-117.383003235,0
3555,Bob Sikes Airport,Crestview,CEW,KCEW,30.778799057,-86.522102356,0
3556,Wheeler Sack Army Air Field,Fort Drum,GTB,KGTB,44.05559921,-75.71949768,0
3557,St Clair County International Airport,Port Huron,PHN,KPHN,42.9109993,-82.52890015,0
3558,Meadows Field,Bakersfield,BFL,KBFL,35.43360138,-119.0569992,0
3559,El Paso International Airport,El Paso,ELP,KELP,31.80719948,-106.3779984,0
3560,Valley International Airport,Harlingen,HRL,KHRL,26.228500366210938,-97.65440368652344,0
3561,Columbia Metropolitan Airport,Columbia,CAE,KCAE,33.93880081176758,-81.11949920654297,0
3562,Davis Monthan Air Force Base,Tucson,DMA,KDMA,32.1665000916,-110.883003235,0
3563,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,NPA,KNPA,30.35269928,-87.31860352,0
3564,Pensacola Regional Airport,Pensacola,PNS,KPNS,30.473400115967,-87.186599731445,0
3565,Grand Forks Air Force Base,Red River,RDR,KRDR,47.961101532,-97.4011993408,0
3566,William P Hobby Airport,Houston,HOU,KHOU,29.64539909,-95.27890015,0
3567,Buckley Air Force Base,Buckley,BKF,KBKF,39.701698303200004,-104.751998901,0
3568,Northway Airport,Northway,ORT,PAOR,62.9612999,-141.9290009,0
3569,Palmer Municipal Airport,Palmer,PAQ,PAAQ,61.59489822387695,-149.08900451660156,0
3570,Pittsburgh International Airport,Pittsburgh,PIT,KPIT,40.49150085,-80.23290253,0
3571,Wiley Post Will Rogers Memorial Airport,Barrow,BRW,PABR,71.285402,-156.766008,0
3572,Ellington Airport,Houston,EFD,KEFD,29.607299804700002,-95.1587982178,0
3573,Whidbey Island Naval Air Station /Ault Field/ Airport,Whidbey Island,NUW,KNUW,48.35179901,-122.6559982,0
3574,Alice International Airport,Alice,ALI,KALI,27.740900039699998,-98.02690124510002,0
3575,Moody Air Force Base,Valdosta,VAD,KVAD,30.9678001404,-83.1930007935,0
3576,Miami International Airport,Miami,MIA,KMIA,25.79319953918457,-80.29060363769531,0
3577,Seattle Tacoma International Airport,Seattle,SEA,KSEA,47.44900131225586,-122.30899810791016,0
3578,Lovell Field,Chattanooga,CHA,KCHA,35.035301208496094,-85.20379638671875,0
3579,Igor I Sikorsky Memorial Airport,Stratford,BDR,KBDR,41.16350173950195,-73.1261978149414,0
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,JAN,KJAN,32.3111991882,-90.0758972168,0
3581,Scholes International At Galveston Airport,Galveston,GLS,KGLS,29.265300750732422,-94.86039733886719,0
3582,Long Beach /Daugherty Field/ Airport,Long Beach,LGB,KLGB,33.81769943,-118.1520004,0
3583,Dillingham Airfield,Dillingham,HDH,PHDH,21.5795001984,-158.197006226,0
3584,Williamsport Regional Airport,Williamsport,IPT,KIPT,41.241798400878906,-76.92109680175781,0
3585,Indianapolis International Airport,Indianapolis,IND,KIND,39.7173,-86.294403,0
3586,Whiteman Air Force Base,Knobnoster,SZL,KSZL,38.73030090332,-93.547897338867,0
3587,Akron Fulton International Airport,Akron,AKC,KAKR,41.0374984741,-81.4669036865,0
3588,Greenwood–Leflore Airport,Greenwood,GWO,KGWO,33.4943008423,-90.0847015381,0
3589,Westchester County Airport,White Plains,HPN,KHPN,41.06700134277344,-73.70760345458984,0
3590,Francis S Gabreski Airport,West Hampton Beach,FOK,KFOK,40.8437004089,-72.6317977905,0
3591,Jonesboro Municipal Airport,Jonesboro,JBR,KJBR,35.83169937133789,-90.64640045166016,0
3592,Tonopah Test Range Airport,Tonopah,\N,KTNX,37.7988014221,-116.78099823,0
3593,Palm Beach County Park Airport,West Palm Beach,LNA,KLNA,26.59300041,-80.08509827,0
3594,North Island Naval Air Station-Halsey Field,San Diego,NZY,KNZY,32.69919968,-117.2149963,0
3595,Biggs Army Air Field (Fort Bliss),El Paso,BIF,KBIF,31.84950066,-106.3799973,0
3596,Yuma MCAS/Yuma International Airport,Yuma,YUM,KNYL,32.65660095,-114.6060028,0
3597,Cavern City Air Terminal,Carlsbad,CNM,KCNM,32.337501525878906,-104.26300048828125,0
3598,Duluth International Airport,Duluth,DLH,KDLH,46.8420982361,-92.19360351559999,0
3599,Bethel Airport,Bethel,BET,PABE,60.77980042,-161.8379974,0
3600,Bowman Field,Louisville,LOU,KLOU,38.2280006409,-85.6636962891,0
3601,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,FHU,KFHU,31.588499069213867,-110.34400177001953,0
3602,Lihue Airport,Lihue,LIH,PHLI,21.97599983215332,-159.33900451660156,0
3603,Terre Haute International Hulman Field,Terre Haute,HUF,KHUF,39.451499938964844,-87.30760192871094,0
3604,Havre City County Airport,Havre,HVR,KHVR,48.54299927,-109.762001,0
3605,Grant County International Airport,Grant County Airport,MWH,KMWH,47.20769882,-119.3199997,0
3606,Edward F Knapp State Airport,Montpelier,MPV,KMPV,44.20349884,-72.56230164,0
3607,San Nicolas Island Nolf Airport,San Nicolas Island,\N,KNSI,33.23979949951172,-119.45800018310547,0
3608,Richmond International Airport,Richmond,RIC,KRIC,37.50519943237305,-77.3197021484375,0
3609,Shreveport Regional Airport,Shreveport,SHV,KSHV,32.44660186767578,-93.82559967041016,0
3610,Merle K (Mudhole) Smith Airport,Cordova,CDV,PACV,60.4917984,-145.4779968,0
3611,Norfolk International Airport,Norfolk,ORF,KORF,36.89459991455078,-76.20120239257812,0
3612,Southeast Texas Regional Airport,Beaumont,BPT,KBPT,29.9507999420166,-94.02069854736328,0
3613,Savannah Hilton Head International Airport,Savannah,SAV,KSAV,32.12760162,-81.20210266,0
3614,Hill Air Force Base,Ogden,HIF,KHIF,41.12403,-111.973086,0
3615,Nome Airport,Nome,OME,PAOM,64.51219940185547,-165.44500732421875,0
3616,Scappoose Industrial Airpark,San Luis,\N,KSPB,45.770999908447266,-122.86199951171875,0
3617,St Petersburg Clearwater International Airport,St. Petersburg,PIE,KPIE,27.91020012,-82.68740082,0
3618,Menominee Marinette Twin County Airport,Macon,MNM,KMNM,45.12670135498047,-87.63839721679688,0
3619,Lone Star Executive Airport,Conroe,CXO,KCXO,30.3518009186,-95.4144973755,0
3620,Deadhorse Airport,Deadhorse,SCC,PASC,70.19470215,-148.4649963,0
3621,San Antonio International Airport,San Antonio,SAT,KSAT,29.533700942993164,-98.46980285644531,0
3622,Greater Rochester International Airport,Rochester,ROC,KROC,43.118900299072266,-77.67240142822266,0
3623,Patrick Air Force Base,Coco Beach,COF,KCOF,28.2348995209,-80.6100997925,0
3624,Teterboro Airport,Teterboro,TEB,KTEB,40.85010147089999,-74.060798645,0
3625,Ellsworth Air Force Base,Rapid City,RCA,KRCA,44.14500046,-103.1039963,0
3626,Raleigh Durham International Airport,Raleigh-durham,RDU,KRDU,35.877601623535156,-78.7874984741211,0
3627,James M Cox Dayton International Airport,Dayton,DAY,KDAY,39.902400970458984,-84.21939849853516,0
3628,Kenai Municipal Airport,Kenai,ENA,PAEN,60.57310104370117,-151.2449951171875,0
3629,Mc Alester Regional Airport,Mcalester,MLC,KMLC,34.88240051,-95.78350067,0
3630,Niagara Falls International Airport,Niagara Falls,IAG,KIAG,43.1072998046875,-78.94619750976562,0
3631,Coulter Field,Bryan,CFD,KCFD,30.715700149499998,-96.3313980103,0
3632,Wright Aaf (Fort Stewart)/Midcoast Regional Airport,Wright,\N,KLHW,31.88909912,-81.56230164,0
3633,Newport News Williamsburg International Airport,Newport News,PHF,KPHF,37.13190079,-76.49299622,0
3634,Esler Regional Airport,Alexandria,ESF,KESF,31.3948993683,-92.2957992554,0
3635,Altus Air Force Base,Altus,LTS,KLTS,34.667098999,-99.2667007446,0
3636,Tucson International Airport,Tucson,TUS,KTUS,32.1161003112793,-110.94100189208984,0
3637,Minot Air Force Base,Minot,MIB,KMIB,48.41559982,-101.3580017,0
3638,Beale Air Force Base,Marysville,BAB,KBAB,39.136100769,-121.43699646,0
3639,Greater Kankakee Airport,Kankakee,IKK,KIKK,41.07139968869999,-87.8462982178,0
3640,Seymour Johnson Air Force Base,Goldsboro,GSB,KGSB,35.33940125,-77.96060181,0
3641,Theodore Francis Green State Airport,Providence,PVD,KPVD,41.732601165771484,-71.42040252685547,0
3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,SBY,KSBY,38.34049987792969,-75.51029968261719,0
3643,Rancho Murieta Airport,Rancho Murieta,RIU,KRIU,38.48680114746094,-121.10299682617188,0
3644,Bob Hope Airport,Burbank,BUR,KBUR,34.20069885253906,-118.35900115966797,0
3645,Detroit Metropolitan Wayne County Airport,Detroit,DTW,KDTW,42.212398529052734,-83.35340118408203,0
3646,Tampa International Airport,Tampa,TPA,KTPA,27.975500106811523,-82.533203125,0
3647,Pembina Municipal Airport,Pembina,PMB,KPMB,48.9425010681,-97.2407989502,0
3648,Polk Army Air Field,Fort Polk,POE,KPOE,31.0447998,-93.1917038,0
3649,Eielson Air Force Base,Fairbanks,EIL,PAEI,64.66570282,-147.102005,0
3650,Range Regional Airport,Hibbing,HIB,KHIB,47.38660049,-92.83899689,0
3651,Angelina County Airport,Lufkin,LFK,KLFK,31.2339992523,-94.75,0
3652,Midland International Airport,Midland,MAF,KMAF,31.9424991607666,-102.2020034790039,0
3653,Austin Straubel International Airport,Green Bay,GRB,KGRB,44.48509979248047,-88.12960052490234,0
3654,Ardmore Municipal Airport,Ardmore,ADM,KADM,34.30301,-97.0196342,0
3655,Mc Guire Air Force Base,Wrightstown,WRI,KWRI,40.0155983,-74.59169769,0
3656,Cherry Point MCAS /Cunningham Field/,Cherry Point,\N,KNKT,34.90090179,-76.88069916,0
3657,Emanuel County Airport,Santa Barbara,SBO,KSBO,32.609100341796875,-82.36990356445312,0
3658,Augusta Regional At Bush Field,Bush Field,AGS,KAGS,33.36989974975586,-81.9645004272461,0
3659,Sloulin Field International Airport,Williston,ISN,KISN,48.177898407,-103.641998291,0
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,LIT,KLIT,34.729400634799994,-92.2242965698,0
3661,Stewart International Airport,Newburgh,SWF,KSWF,41.50410079956055,-74.10479736328125,0
3662,Baudette International Airport,Baudette,BDE,KBDE,48.7284011841,-94.612197876,0
3663,Sacramento Executive Airport,Sacramento,SAC,KSAC,38.5125007629,-121.492996216,0
3664,Homer Airport,Homer,HOM,PAHO,59.645599365234375,-151.4770050048828,0
3665,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,TBN,KTBN,37.74160004,-92.14070129,0
3666,Dobbins Air Reserve Base,Marietta,MGE,KMGE,33.91540146,-84.51629639,0
3667,Fairchild Air Force Base,Spokane,SKA,KSKA,47.6151008606,-117.65599823,0
3668,Roscommon County - Blodgett Memorial Airport,Houghton Lake,HTL,KHTL,44.359798,-84.671095,0
3669,Tyndall Air Force Base,Panama City,PAM,KPAM,30.0695991516,-85.57540130619999,0
3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW,KDFW,32.89680099487305,-97.03800201416016,0
3671,Melbourne International Airport,Melbourne,MLB,KMLB,28.102800369262695,-80.64530181884766,0
3672,McChord Air Force Base,Tacoma,TCM,KTCM,47.1376991272,-122.475997925,0
3673,Austin Bergstrom International Airport,Austin,AUS,KAUS,30.194499969482422,-97.6698989868164,0
3674,Rickenbacker International Airport,Columbus,LCK,KLCK,39.813801,-82.927803,0
3675,Sawyer International Airport,Gwinn,MQT,KSAW,46.353599548300004,-87.395401001,0
3676,McGhee Tyson Airport,Knoxville,TYS,KTYS,35.81100082,-83.9940033,0
3677,Hood Army Air Field,Fort Hood,HLR,KHLR,31.138700485199998,-97.71450042720001,0
3678,Lambert St Louis International Airport,St. Louis,STL,KSTL,38.74869918823242,-90.37000274658203,0
3679,Millville Municipal Airport,Millville,MIV,KMIV,39.367801666259766,-75.07219696044922,0
3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,SPS,KSPS,33.98880005,-98.49189758,0
3681,Cincinnati Municipal Airport Lunken Field,Cincinnati,LUK,KLUK,39.10329819,-84.41860199,0
3682,Hartsfield Jackson Atlanta International Airport,Atlanta,ATL,KATL,33.63669967651367,-84.4281005859375,0
3683,Castle Airport,Merced,MER,KMER,37.38050079,-120.5680008,0
3684,Mc Clellan Airfield,Sacramento,MCC,KMCC,38.66759872,-121.401001,0
3685,Gerald R. Ford International Airport,Grand Rapids,GRR,KGRR,42.88079834,-85.52279663,0
3686,Winkler County Airport,Wink,INK,KINK,31.779600143399996,-103.200996399,0
3687,Fresno Yosemite International Airport,Fresno,FAT,KFAT,36.77619934082031,-119.71800231933594,0
3688,Vero Beach Municipal Airport,Vero Beach,VRB,KVRB,27.655599594116,-80.417900085449,0
3689,Imperial County Airport,Imperial,IPL,KIPL,32.834201812699995,-115.57900238,0
3690,Nashville International Airport,Nashville,BNA,KBNA,36.1245002746582,-86.6781997680664,0
3691,Laredo International Airport,Laredo,LRD,KLRD,27.543800354003906,-99.46160125732422,0
3692,Elmendorf Air Force Base,Anchorage,EDF,PAED,61.250999450683594,-149.8070068359375,0
3693,Ralph Wien Memorial Airport,Kotzebue,OTZ,PAOT,66.88469696,-162.598999,0
3694,Altoona Blair County Airport,Altoona,AOO,KAOO,40.29639816,-78.31999969,0
3695,Dyess Air Force Base,Abilene,DYS,KDYS,32.4207992554,-99.854598999,0
3696,South Arkansas Regional At Goodwin Field,El Dorado,ELD,KELD,33.22100067138672,-92.81330108642578,0
3697,La Guardia Airport,New York,LGA,KLGA,40.77719879,-73.87259674,0
3698,Tallahassee Regional Airport,Tallahassee,TLH,KTLH,30.396499633789062,-84.35030364990234,0
3699,Dupage Airport,West Chicago,DPA,KDPA,41.90779877,-88.24859619,0
3700,Waco Regional Airport,Waco,ACT,KACT,31.611299514770508,-97.23049926757812,0
3701,Augusta State Airport,Augusta,AUG,KAUG,44.320598602299995,-69.7973022461,0
3702,Hillsboro Municipal Airport,Hillsboro,INJ,KINJ,32.08349991,-97.09719849,0
3704,Mc Kellar Sipes Regional Airport,Jackson,MKL,KMKL,35.59989929,-88.91560364,0
3705,Molokai Airport,Molokai,MKK,PHMK,21.15290069580078,-157.0959930419922,0
3706,Godman Army Air Field,Fort Knox,FTK,KFTK,37.907100677500004,-85.9720993042,0
3707,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,\N,KNCA,34.70840073,-77.43969727,0
3708,San Angelo Regional Mathis Field,San Angelo,SJT,KSJT,31.35770034790039,-100.49600219726562,0
3709,Calexico International Airport,Calexico,CXL,KCXL,32.6694984436,-115.513000488,0
3710,Chico Municipal Airport,Chico,CIC,KCIC,39.79539871,-121.8580017,0
3711,Burlington International Airport,Burlington,BTV,KBTV,44.471900939899996,-73.15329742429999,0
3712,Jacksonville International Airport,Jacksonville,JAX,KJAX,30.49410057067871,-81.68789672851562,0
3713,Durango La Plata County Airport,Durango,DRO,KDRO,37.1515007019,-107.753997803,0
